Wall time,Step,Value
1571614146.8269458,10001,-244.57846069335938
1571614173.7331572,20001,-187.70481872558594
1571614212.802217,30001,-163.00936889648438
1571614264.622453,40001,-151.094970703125
1571614298.3072534,50001,-133.0399169921875
1571614335.2938714,60001,-113.84517669677734
1571614368.685916,70001,-99.19425964355469
1571614401.911275,80001,-74.33659362792969
1571614432.84473,90001,-58.496002197265625
1571614465.070676,100001,-56.81806182861328
1571614512.3851607,110001,-32.43327331542969
1571614543.7333903,120001,-16.343791961669922
1571614575.2478154,130001,3.2672009468078613
1571614604.553707,140001,19.100305557250977
1571614632.6699996,150001,22.524669647216797
1571614665.537752,160001,35.05214309692383
1571614698.7034376,170001,39.63796615600586
1571614744.0907874,180001,45.18979263305664
1571614774.602098,190001,38.615196228027344
1571614807.4488492,200001,42.47355651855469
1571614838.0565948,210001,52.637298583984375
1571614863.6193032,220001,63.051597595214844
1571614893.9498663,230001,64.69263458251953
1571614924.00503,240001,68.639404296875
1571614952.3629634,250001,60.31943130493164
1571614976.232455,260001,66.21446990966797
1571614998.9742644,270001,70.76597595214844
1571615021.3467445,280001,65.15986633300781
1571615042.8581176,290001,59.43418502807617
1571615067.5146217,300001,71.57926177978516
1571615088.1045282,310001,75.12674713134766
1571615110.3878312,320001,68.34140014648438
1571615131.8247273,330001,69.50333404541016
1571615160.401118,340001,78.04080200195312
1571615186.4716282,350001,112.57489013671875
1571615213.566442,360001,118.92913818359375
1571615241.3739467,370001,114.83982849121094
1571615267.3220253,380001,113.18876647949219
1571615297.5089037,390001,114.05855560302734
1571615320.3531747,400001,123.1576156616211
1571615342.7554433,410001,118.31707000732422
1571615364.5487776,420001,132.45762634277344
1571615387.713103,430001,136.3053436279297
1571615408.0207365,440001,136.90802001953125
1571615428.2546735,450001,142.75392150878906
1571615448.9818945,460001,145.0669403076172
1571615469.451542,470001,123.73959350585938
1571615489.401018,480001,89.54640197753906
1571615508.9811432,490001,82.42584991455078
