Wall time,Step,Value
1571505062.3898354,1570001,8.600000381469727
1571505628.162257,1580001,8.819999694824219
1571506193.8562756,1590001,9.260000228881836
1571506777.0159194,1600001,10.050000190734863
1571507350.3823738,1610001,10.479999542236328
1571507930.3483298,1620001,10.8100004196167
1571508493.9700422,1630001,11.140000343322754
1571509057.9313495,1640001,11.5600004196167
1571509622.1409621,1650001,12.010000228881836
1571510186.6374645,1660001,12.380000114440918
1571510753.316135,1670001,12.760000228881836
1571511323.972023,1680001,13.050000190734863
1571511887.0911353,1690001,13.329999923706055
1571512457.0772765,1700001,13.430000305175781
1571513021.3302996,1710001,13.319999694824219
1571513586.0462065,1720001,13.3100004196167
1571514154.9699152,1730001,13.319999694824219
1571514728.5423367,1740001,13.270000457763672
1571515301.218564,1750001,13.260000228881836
1571515871.6911786,1760001,13.449999809265137
1571516441.6949747,1770001,13.479999542236328
1571517003.1614213,1780001,13.520000457763672
1571517567.7832534,1790001,13.739999771118164
1571518135.265221,1800001,13.770000457763672
1571518704.6543736,1810001,13.800000190734863
1571519278.5938168,1820001,13.729999542236328
1571519847.0843577,1830001,13.6899995803833
1571520418.4001775,1840001,13.75
1571520980.3290439,1850001,13.670000076293945
1571521556.3505294,1860001,13.6899995803833
1571522130.256942,1870001,13.720000267028809
1571522704.3663309,1880001,13.699999809265137
1571523276.452037,1890001,13.739999771118164
1571523843.0295444,1900001,13.59000015258789
1571524416.2212894,1910001,13.529999732971191
1571524987.883904,1920001,13.510000228881836
1571525544.2095108,1930001,13.4399995803833
1571526098.0742812,1940001,13.369999885559082
1571526645.9102879,1950001,13.199999809265137
1571527211.185862,1960001,13.149999618530273
1571527775.690845,1970001,12.9399995803833
1571528338.202607,1980001,12.890000343322754
1571528895.911039,1990001,12.90999984741211
1571529456.2471843,2000001,12.850000381469727
1571530014.6628754,2010001,12.779999732971191
1571530579.8999655,2020001,12.869999885559082
1571531140.19604,2030001,12.930000305175781
1571531698.7295113,2040001,12.880000114440918
1571532264.5901687,2050001,12.920000076293945
1571532825.1028745,2060001,13.010000228881836
1571533388.7707663,2070001,13.020000457763672
1571533950.9484954,2080001,12.90999984741211
1571534517.0770626,2090001,12.989999771118164
1571535077.4716094,2100001,12.979999542236328
1571535631.6097283,2110001,13.119999885559082
1571536186.0345557,2120001,13.319999694824219
1571536736.7525969,2130001,13.289999961853027
1571537297.5802805,2140001,13.210000038146973
1571537856.4913397,2150001,13.109999656677246
1571538414.021499,2160001,13.199999809265137
1571538974.9922676,2170001,13.229999542236328
1571539533.1635714,2180001,13.319999694824219
1571540093.6761758,2190001,13.420000076293945
1571540677.297903,2200001,13.460000038146973
1571541248.644757,2210001,13.510000228881836
1571541817.9906082,2220001,13.630000114440918
1571542388.5888312,2230001,13.8100004196167
1571542962.628515,2240001,14.109999656677246
1571543534.603466,2250001,14.260000228881836
1571544106.1275675,2260001,14.430000305175781
1571544676.8096414,2270001,14.489999771118164
1571545244.347531,2280001,14.569999694824219
1571545800.7855859,2290001,14.789999961853027
1571546365.5961215,2300001,14.920000076293945
1571546923.0484533,2310001,14.930000305175781
1571547484.2867334,2320001,15.25
1571548032.949331,2330001,15.520000457763672
1571548595.3510735,2340001,15.649999618530273
1571549159.6939557,2350001,15.720000267028809
1571549721.6813698,2360001,15.800000190734863
1571550283.4733605,2370001,15.800000190734863
1571550835.9370198,2380001,15.84000015258789
1571551398.4899628,2390001,16.049999237060547
1571551959.1591184,2400001,16.09000015258789
1571552527.634835,2410001,16.149999618530273
1571553099.9281988,2420001,16.1200008392334
1571553667.9284725,2430001,16.200000762939453
1571554232.8924103,2440001,16.190000534057617
1571554804.7433894,2450001,16.110000610351562
1571555366.9648342,2460001,16.049999237060547
1571555945.9950206,2470001,16.030000686645508
1571556513.6924293,2480001,16.049999237060547
1571557088.2355857,2490001,16.200000762939453
1571557658.1536462,2500001,16.270000457763672
1571558220.6780405,2510001,16.18000030517578
1571558770.8201845,2520001,16.209999084472656
1571559328.0738752,2530001,16.190000534057617
1571559912.1513922,2540001,16.200000762939453
1571560484.2468555,2550001,16.149999618530273
1571561055.219744,2560001,16.030000686645508
1571561632.0632718,2570001,16.010000228881836
1571562205.392674,2580001,16.079999923706055
1571562782.7977948,2590001,16.1200008392334
1571563344.982618,2600001,16.280000686645508
1571563909.8642535,2610001,16.219999313354492
1571564472.942187,2620001,16.149999618530273
1571565029.5496893,2630001,16.1299991607666
1571565590.226069,2640001,16.020000457763672
1571566155.173777,2650001,16.0
1571566713.4098408,2660001,16.040000915527344
1571567271.8183744,2670001,16.1299991607666
1571567832.8953362,2680001,16.34000015258789
1571568395.653332,2690001,16.40999984741211
1571568957.787389,2700001,16.479999542236328
1571569511.737021,2710001,16.469999313354492
1571570062.835047,2720001,16.510000228881836
1571570624.6856155,2730001,16.540000915527344
1571571187.388805,2740001,16.65999984741211
1571571753.575742,2750001,16.700000762939453
1571572320.4870996,2760001,16.829999923706055
1571572889.8260634,2770001,16.8700008392334
1571573454.2936964,2780001,16.979999542236328
1571574013.1088552,2790001,17.059999465942383
1571574576.550099,2800001,17.1200008392334
1571575141.1029074,2810001,17.15999984741211
1571575708.8987277,2820001,17.1200008392334
1571576277.8371222,2830001,17.059999465942383
1571576848.8397417,2840001,17.170000076293945
1571577411.7705088,2850001,17.299999237060547
1571577963.894814,2860001,17.43000030517578
1571578534.1407976,2870001,17.520000457763672
1571579113.3807583,2880001,17.739999771118164
1571579684.8570514,2890001,17.690000534057617
1571580252.5323565,2900001,17.700000762939453
1571580820.5253112,2910001,17.6200008392334
1571581378.5951967,2920001,17.59000015258789
1571581940.2674751,2930001,17.739999771118164
1571582511.3108137,2940001,17.610000610351562
1571583093.3695772,2950001,17.549999237060547
1571583679.0927982,2960001,17.5
1571584262.7215292,2970001,17.440000534057617
1571584838.041857,2980001,17.420000076293945
1571585408.2044709,2990001,17.360000610351562
1571585985.8900025,3000001,17.40999984741211
1571586565.0701475,3010001,17.399999618530273
1571587140.8726547,3020001,17.3700008392334
1571587707.794888,3030001,17.309999465942383
1571588288.049164,3040001,17.3700008392334
1571588864.8349206,3050001,17.43000030517578
1571589438.9551573,3060001,17.43000030517578
1571590014.9193065,3070001,17.40999984741211
1571590595.029065,3080001,17.40999984741211
1571591164.1380672,3090001,17.43000030517578
1571591734.896252,3100001,17.360000610351562
1571592307.369324,3110001,17.479999542236328
1571592867.381434,3120001,17.469999313354492
1571593425.4116924,3130001,17.469999313354492
1571593974.4742765,3140001,17.59000015258789
1571594533.5700834,3150001,17.690000534057617
1571595100.5500505,3160001,17.719999313354492
1571595667.2674131,3170001,17.709999084472656
1571596234.5866742,3180001,17.719999313354492
1571596803.9086356,3190001,17.68000030517578
1571597371.1641681,3200001,17.709999084472656
1571597947.4621813,3210001,17.690000534057617
1571598512.4569654,3220001,17.75
1571599078.7248926,3230001,17.940000534057617
1571599647.2493427,3240001,18.010000228881836
1571600211.7563243,3250001,18.020000457763672
1571600782.9866705,3260001,18.1299991607666
1571601361.0226119,3270001,18.15999984741211
1571601940.8834918,3280001,18.1200008392334
1571602527.831024,3290001,18.06999969482422
1571603106.6522121,3300001,18.15999984741211
1571603685.8197591,3310001,18.200000762939453
1571604266.2985315,3320001,18.25
1571604840.3135426,3330001,18.219999313354492
1571605411.2371385,3340001,18.139999389648438
1571605987.3899267,3350001,18.079999923706055
