Wall time,Step,Value
1571338553.3990772,0,14.95522403717041
1571338563.4351401,10,98.81818389892578
1571338573.6278584,20,122.0
1571338583.440681,30,114.88888549804688
1571338593.9481356,40,184.3333282470703
1571338604.4464324,50,200.0
1571338613.4256086,60,200.0
1571338623.2576957,70,200.0
1571338632.475293,80,200.0
1571338641.7419074,90,200.0
