Wall time,Step,Value
1571608426.2783837,10001,-219.66798400878906
1571608449.8090808,20001,-161.39190673828125
1571608484.0741527,30001,-150.1810760498047
1571608532.9248369,40001,-132.13206481933594
1571608566.8704402,50001,-117.53713989257812
1571608597.7096267,60001,-94.09707641601562
1571608627.7143507,70001,-63.70923614501953
1571608656.6442251,80001,-54.29706573486328
1571608685.2001996,90001,-36.29829025268555
1571608717.8195858,100001,-33.94807434082031
1571608754.6146984,110001,-7.376674175262451
1571608780.9211133,120001,25.90631675720215
1571608810.0344903,130001,38.675079345703125
1571608840.507543,140001,49.0831413269043
1571608870.9637861,150001,55.2016487121582
1571608900.2179897,160001,69.30955505371094
1571608928.4764326,170001,55.34547805786133
1571608970.8794754,180001,55.53905487060547
1571609002.1758845,190001,63.56672286987305
1571609029.577309,200001,69.00434875488281
1571609059.0028298,210001,60.3564338684082
1571609084.1192813,220001,59.18367385864258
1571609112.5990434,230001,57.27449035644531
1571609140.611182,240001,70.58070373535156
1571609162.9176457,250001,70.7767562866211
1571609187.6954198,260001,82.15089416503906
1571609211.5294428,270001,96.75399017333984
1571609236.0413985,280001,116.15232849121094
1571609256.8809757,290001,130.07728576660156
1571609279.723352,300001,143.64724731445312
1571609300.7533216,310001,143.04237365722656
1571609319.7365959,320001,145.94754028320312
1571609342.8570576,330001,131.23626708984375
1571609362.7665472,340001,106.14913940429688
1571609382.9683366,350001,127.30078125
1571609403.0516577,360001,123.16014099121094
1571609423.1548693,370001,131.1419677734375
1571609442.6497917,380001,142.07936096191406
1571609462.3181293,390001,155.4186248779297
1571609482.3330023,400001,147.1026611328125
1571609502.031687,410001,161.74754333496094
1571609521.6104443,420001,154.47055053710938
1571609541.3873377,430001,130.6808624267578
1571609561.004292,440001,159.6480255126953
1571609580.3525894,450001,119.61198425292969
1571609599.704363,460001,115.26143646240234
1571609621.1604948,470001,126.43391418457031
1571609641.1257305,480001,121.10724639892578
1571609660.4535828,490001,101.18203735351562
