Wall time,Step,Value
1571612782.4319746,10001,-256.00933837890625
1571612814.5033104,20001,-234.375244140625
1571612849.6472132,30001,-215.2855987548828
1571612883.833843,40001,-196.4568634033203
1571612919.11761,50001,-175.1723175048828
1571612966.6727407,60001,-151.24237060546875
1571613000.0218215,70001,-131.1637725830078
1571613032.4382868,80001,-102.00575256347656
1571613063.6119735,90001,-78.35272979736328
1571613091.9990358,100001,-56.96456527709961
1571613126.9594052,110001,-24.247920989990234
1571613155.028189,120001,-4.201081275939941
1571613183.2961063,130001,33.99528121948242
1571613209.681373,140001,52.12726974487305
1571613235.6895492,150001,65.71212768554688
1571613262.3099778,160001,71.45838928222656
1571613293.0384636,170001,70.40093994140625
1571613329.2286785,180001,73.45046997070312
1571613359.552041,190001,74.40569305419922
1571613385.4053495,200001,76.77904510498047
1571613415.0201073,210001,76.2956771850586
1571613442.3598173,220001,89.1376953125
1571613468.8016152,230001,96.27313995361328
1571613495.134089,240001,110.66969299316406
1571613527.6846645,250001,96.01327514648438
1571613559.881928,260001,100.37371063232422
1571613586.0514164,270001,115.89289093017578
1571613613.8000722,280001,138.42100524902344
1571613640.9358006,290001,148.0513916015625
1571613663.351592,300001,165.4739532470703
1571613698.9716895,310001,178.65509033203125
1571613721.7934954,320001,177.84471130371094
1571613745.7328234,330001,161.69700622558594
1571613768.550746,340001,151.1080780029297
1571613791.8410156,350001,144.00625610351562
1571613813.1197674,360001,152.8050994873047
1571613838.280512,370001,148.61146545410156
1571613858.7884007,380001,89.53282928466797
1571613879.1452403,390001,94.53330993652344
1571613899.2606008,400001,74.3278579711914
1571613918.7462022,410001,22.06725311279297
1571613937.8055634,420001,-15.033632278442383
1571613957.3251035,430001,-55.20382308959961
1571613976.2185037,440001,-130.56634521484375
1571613995.1963894,450001,-160.4871368408203
1571614014.1395967,460001,-146.84475708007812
1571614033.2653513,470001,-188.90977478027344
1571614053.2814941,480001,-164.3999786376953
1571614075.3308766,490001,-102.16954040527344
