Wall time,Step,Value
1571341865.7372746,10001,-20.090909957885742
1571341881.2147586,20001,-20.095237731933594
1571341898.177464,30001,-20.21875
1571341914.1216369,40001,-20.255813598632812
1571341929.1551814,50001,-20.226415634155273
1571342014.9704387,60001,-20.234375
1571342120.4722788,70001,-20.216217041015625
1571342245.5855498,80001,-20.176469802856445
1571342372.6850808,90001,-20.1875
1571342526.1203275,100001,-20.200000762939453
1571342686.1472535,110001,-20.190000534057617
1571342846.4768207,120001,-20.149999618530273
1571343004.6393423,130001,-20.190000534057617
1571343166.7082293,140001,-20.219999313354492
1571343328.9106276,150001,-20.229999542236328
1571343493.0940688,160001,-20.239999771118164
1571343657.7767718,170001,-20.280000686645508
1571343823.5793993,180001,-20.31999969482422
1571343994.5653026,190001,-20.31999969482422
1571344167.9910011,200001,-20.329999923706055
1571344338.6194305,210001,-20.40999984741211
1571344508.870331,220001,-20.399999618530273
1571344679.8147705,230001,-20.389999389648438
1571344858.5057607,240001,-20.399999618530273
1571345073.555894,250001,-20.3700008392334
1571345275.3181922,260001,-20.389999389648438
1571345478.453202,270001,-20.3700008392334
1571345708.0390923,280001,-20.3700008392334
1571345941.2258236,290001,-20.389999389648438
1571346207.0763614,300001,-20.360000610351562
1571346472.2575314,310001,-20.280000686645508
1571346737.3246946,320001,-20.329999923706055
1571346991.87868,330001,-20.329999923706055
1571347279.63463,340001,-20.270000457763672
1571347548.1010988,350001,-20.219999313354492
1571347819.377279,360001,-20.219999313354492
1571348115.7601798,370001,-20.170000076293945
1571348395.8935661,380001,-20.15999984741211
1571348682.165196,390001,-20.1200008392334
1571348957.16533,400001,-20.030000686645508
1571349234.7923229,410001,-20.040000915527344
1571349530.0309002,420001,-19.979999542236328
1571349805.7607224,430001,-19.979999542236328
1571350048.4645543,440001,-20.020000457763672
1571350313.1632814,450001,-20.040000915527344
1571350632.0475943,460001,-19.979999542236328
1571350931.2039049,470001,-19.959999084472656
1571351172.9135082,480001,-19.959999084472656
1571351360.38408,490001,-19.940000534057617
1571351548.3523357,500001,-19.93000030517578
1571351729.8376012,510001,-19.90999984741211
1571351983.664286,520001,-19.920000076293945
1571352182.2353642,530001,-19.8700008392334
1571352409.5956972,540001,-19.75
1571352612.7307596,550001,-19.709999084472656
1571352793.1343994,560001,-19.719999313354492
1571352971.7591588,570001,-19.780000686645508
1571353146.6785262,580001,-19.6299991607666
1571353329.9329531,590001,-19.600000381469727
