Wall time,Step,Value
1571606869.0726662,10001,-242.27276611328125
1571606892.8151548,20001,-185.82693481445312
1571606928.635949,30001,-158.07147216796875
1571606977.2461734,40001,-144.29347229003906
1571607009.2732308,50001,-134.18527221679688
1571607039.018572,60001,-114.6246337890625
1571607070.4394321,70001,-85.79691314697266
1571607100.6160524,80001,-70.0313949584961
1571607130.5023882,90001,-66.15829467773438
1571607162.8082566,100001,-60.69903564453125
1571607197.2014987,110001,-32.53445053100586
1571607226.9815474,120001,-14.475846290588379
1571607258.9830039,130001,-8.457184791564941
1571607293.1941943,140001,-2.960414171218872
1571607326.7248974,150001,-4.900856018066406
1571607354.6995487,160001,6.801313400268555
1571607384.0753005,170001,25.63993263244629
1571607414.3998897,180001,26.300905227661133
1571607455.9147484,190001,38.19788360595703
1571607485.9962506,200001,40.89167785644531
1571607514.7933192,210001,46.930946350097656
1571607545.4233482,220001,56.52022171020508
1571607574.5384717,230001,62.93195343017578
1571607600.331372,240001,77.65446472167969
1571607629.6816373,250001,90.69895935058594
1571607660.2342398,260001,97.33453369140625
1571607686.5690157,270001,95.38201141357422
1571607716.4378848,280001,94.22864532470703
1571607745.2068574,290001,87.39593505859375
1571607777.0676672,300001,66.12860870361328
1571607804.8186715,310001,62.80817794799805
1571607836.3736942,320001,52.01496505737305
1571607873.2489424,330001,52.44390106201172
1571607906.869196,340001,51.474143981933594
1571607942.5943148,350001,66.97762298583984
1571607981.1756706,360001,64.41995239257812
1571608016.2560375,370001,74.54266357421875
1571608043.1887589,380001,111.44908142089844
1571608068.9811494,390001,134.01837158203125
1571608090.9840753,400001,166.33334350585938
1571608111.2322662,410001,184.53726196289062
1571608135.12072,420001,185.77381896972656
1571608154.9476616,430001,161.47511291503906
1571608174.5516665,440001,149.40869140625
1571608194.3901215,450001,131.96795654296875
1571608214.5943604,460001,85.07401275634766
1571608235.8126767,470001,33.51646041870117
1571608256.2094734,480001,-9.746485710144043
1571608277.1136963,490001,8.039690971374512
