Wall time,Step,Value
1571617188.0070925,10001,-229.64857482910156
1571617212.6112046,20001,-182.06629943847656
1571617261.9205122,30001,-149.33651733398438
1571617298.181174,40001,-133.58480834960938
1571617328.952979,50001,-122.035888671875
1571617366.0517864,60001,-111.34083557128906
1571617398.2872603,70001,-87.10820770263672
1571617470.4593208,80001,-71.97369384765625
1571617516.1110115,90001,-53.034000396728516
1571617549.6952665,100001,-43.43915939331055
1571617582.8431585,110001,-18.306425094604492
1571617614.1591687,120001,2.230205774307251
1571617644.2688024,130001,41.053768157958984
1571617670.8433313,140001,61.58087158203125
1571617700.3855686,150001,82.16351318359375
1571617730.620501,160001,95.11775207519531
1571617755.0761442,170001,96.51542663574219
1571617779.9416962,180001,86.37102508544922
1571617805.1206162,190001,64.79424285888672
1571617831.2835786,200001,55.147193908691406
1571617864.700917,210001,57.42502975463867
1571617888.6021872,220001,70.55812072753906
1571617912.3414235,230001,63.18657302856445
1571617936.0670192,240001,69.26432800292969
1571617961.8177922,250001,89.47071838378906
1571617986.5523858,260001,92.67683410644531
1571618011.6922278,270001,79.057373046875
1571618035.533955,280001,86.79072570800781
1571618059.807138,290001,92.29998779296875
1571618085.0731041,300001,100.62348175048828
1571618107.431312,310001,85.58990478515625
1571618134.1059177,320001,51.78402328491211
1571618157.6363082,330001,84.11009979248047
1571618179.291791,340001,126.34227752685547
1571618201.8188784,350001,143.91455078125
1571618222.1908944,360001,133.54933166503906
1571618243.213674,370001,140.97279357910156
1571618265.0594823,380001,110.91508483886719
1571618286.0562022,390001,62.22743225097656
1571618307.4240723,400001,96.51068878173828
1571618328.1182005,410001,122.66626739501953
1571618349.94456,420001,129.54940795898438
1571618373.198749,430001,127.09846496582031
1571618401.9585264,440001,134.9186248779297
1571618434.152087,450001,114.9549560546875
1571618461.7260394,460001,115.19593811035156
1571618489.8983066,470001,113.07946014404297
1571618512.636177,480001,116.19816589355469
1571618534.7884498,490001,119.39259338378906
