Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	TimestepsThisBatch	TimestepsSoFar
3.4379758834838867	0	-0.43067908	0.093551986	-0.26791665	-0.67092156	21.0	0.0	-0.020508528	-0.020508528	-0.017695338765720103	-0.017695338765720103	1008	1008
5.422152280807495	1	-0.42445937	0.09255738	-0.2528747	-0.68438864	21.0	0.0	-0.02021235	-0.02021235	-0.018020972687899945	-0.018020972687899945	1008	2016
6.176934003829956	2	-0.43599156	0.08196722	-0.22466592	-0.60091347	21.0	0.0	-0.020761505	-0.020761505	-0.018652010022869557	-0.018652010022869557	1008	3024
6.929934024810791	3	-0.43493748	0.08718992	-0.2538788	-0.63159025	21.0	0.0	-0.020711306	-0.020711306	-0.01891885578671568	-0.01891885578671568	1008	4032
7.8309760093688965	4	-0.4524506	0.11277651	-0.26578793	-0.78734136	21.0	0.0	-0.021545267	-0.021545267	-0.019437906098409542	-0.019437906098409542	1008	5040
8.52097463607788	5	-0.47635353	0.10145868	-0.30122432	-0.73364806	21.0	0.0	-0.022683501	-0.022683501	-0.020804563360604243	-0.020804563360604243	1008	6048
9.161613464355469	6	-0.45721212	0.099796906	-0.2545441	-0.6567622	21.0	0.0	-0.021772007	-0.021772007	-0.020086391699003406	-0.020086391699003406	1008	7056
9.960298776626587	7	0.7335107	6.309453	39.42878	-0.8179817	21.0	0.0	0.03492908	0.03492908	0.03690583976623603	0.03690583976623603	1008	8064
10.95581316947937	8	1.3471795	8.757911	59.12861	-0.7125753	21.0	0.0	0.06415142	0.06415142	0.06606965413373499	0.06606965413373499	1008	9072
11.729840755462646	9	2.7810566	10.575615	49.06485	-0.8009753	21.0	0.0	0.13243127	0.13243127	0.13433030590215347	0.13433030590215347	1008	10080
12.747891426086426	10	4.387483	13.176432	69.16035	-0.9362775	21.0	0.0	0.20892775	0.20892775	0.21061293493210098	0.21061293493210098	1008	11088
13.919074296951294	11	13.107834	19.946287	69.0011	-0.7661051	21.0	0.0	0.6241826	0.6241826	0.6259650923404778	0.6259650923404778	1008	12096
14.92823076248169	12	18.621231	21.214561	68.95348	-0.9226472	21.0	0.0	0.8867252	0.8867252	0.8883585166243659	0.8883585166243659	1008	13104
15.638927221298218	13	23.5857	25.078745	79.01802	-0.77898216	21.0	0.0	1.1231284	1.1231284	1.1246058631254996	1.1246058631254996	1008	14112
16.360246419906616	14	34.342346	30.766518	98.86793	-0.7976571	21.0	0.0	1.6353499	1.6353499	1.6367858360242316	1.6367858360242316	1008	15120
17.3445086479187	15	46.353085	27.356358	89.01708	-0.80760276	21.0	0.0	2.2072897	2.2072897	2.2085880339955524	2.2085880339955524	1008	16128
18.493387937545776	16	47.776093	26.111607	108.784225	-0.82077634	21.0	0.0	2.275052	2.275052	2.276228781503454	2.276228781503454	1008	17136
19.59126877784729	17	54.564037	27.277145	108.57855	-0.5930223	21.0	0.0	2.5982873	2.5982873	2.599384749418481	2.599384749418481	1008	18144
20.828511714935303	18	66.29089	28.343323	118.3342	-0.7618443	21.0	0.0	3.1567092	3.1567092	3.15769923773753	3.15769923773753	1008	19152
21.836243629455566	19	73.95932	23.963627	118.54681	-0.55496454	21.0	0.0	3.521872	3.521872	3.5228298211151565	3.5228298211151565	1008	20160
23.05927562713623	20	82.70109	23.152512	128.04848	-0.70587707	21.0	0.0	3.9381468	3.9381468	3.9390438081565393	3.9390438081565393	1008	21168
24.07796049118042	21	85.23943	20.108057	128.46245	38.89601	21.0	0.0	4.0590205	4.0590205	4.05982348273927	4.05982348273927	1008	22176
25.41871476173401	22	84.08399	26.487038	128.1592	-0.9020967	21.0	0.0	4.003999	4.003999	4.004801502911843	4.004801502911843	1008	23184
26.518857955932617	23	89.08596	22.562168	137.64981	28.740398	21.0	0.0	4.2421885	4.2421885	4.2429770201714865	4.2429770201714865	1008	24192
27.83215069770813	24	95.21992	17.294752	128.1709	48.963367	21.0	0.0	4.5342813	4.5342813	4.534955964705007	4.534955964705007	1008	25200
28.864333391189575	25	93.76096	21.127945	138.17677	48.720535	21.0	0.0	4.464808	4.464808	4.465542389690825	4.465542389690825	1008	26208
30.098464488983154	26	100.56097	16.932234	137.60013	48.87623	21.0	0.0	4.788617	4.788617	4.789263884112092	4.789263884112092	1008	27216
31.262839555740356	27	97.19428	15.451917	118.27272	58.331158	21.0	0.0	4.6282988	4.6282988	4.628981510269903	4.628981510269903	1008	28224
32.574360609054565	28	99.45591	18.124943	128.11353	58.7293	21.0	0.0	4.735996	4.735996	4.7366552145970395	4.7366552145970395	1008	29232
33.57321572303772	29	101.05723	14.801776	127.64849	58.541447	21.0	0.0	4.812249	4.812249	4.812875251993391	4.812875251993391	1008	30240
34.944016456604004	30	101.87542	13.151628	128.00658	68.23497	21.0	0.0	4.85121	4.85121	4.8518256022022745	4.8518256022022745	1008	31248
