Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	TimestepsThisBatch	TimestepsSoFar
3.393773078918457	0	-0.42860222	0.08741082	-0.25177664	-0.6315052	21.0	0.0	-0.020409627	-0.020409627	-0.01835144661763171	-0.01835144661763171	1008	1008
5.164310932159424	1	-0.40657583	0.08666256	-0.2234807	-0.68927425	21.0	0.0	-0.019360755	-0.019360755	-0.017798279648971002	-0.017798279648971002	1008	2016
6.0622804164886475	2	-0.42553297	0.09743593	-0.1888326	-0.69618255	21.0	0.0	-0.020263474	-0.020263474	-0.01857246875833278	-0.01857246875833278	1008	3024
6.980072736740112	3	-0.4260436	0.08174769	-0.24571255	-0.6253396	21.0	0.0	-0.02028779	-0.02028779	-0.018905828306082853	-0.018905828306082853	1008	4032
7.888485908508301	4	-0.42520106	0.08559304	-0.26257014	-0.638614	21.0	0.0	-0.02024767	-0.02024767	-0.01878989494324029	-0.01878989494324029	1008	5040
8.489966630935669	5	-0.3997458	0.06949396	-0.29045567	-0.57281613	21.0	0.0	-0.019035513	-0.019035513	-0.017343773504712882	-0.017343773504712882	1008	6048
9.193089962005615	6	-0.41821566	0.10035724	-0.18245286	-0.6601472	21.0	0.0	-0.019915033	-0.019915033	-0.018606533952926392	-0.018606533952926392	1008	7056
10.220873594284058	7	-0.41071764	0.09578365	-0.19212796	-0.6433447	21.0	0.0	-0.019557983	-0.019557983	-0.017867651359365102	-0.017867651359365102	1008	8064
11.280427932739258	8	-0.43918052	0.12059543	-0.2510195	-0.7972602	21.0	0.0	-0.020913359	-0.020913359	-0.019119399661074878	-0.019119399661074878	1008	9072
12.260542869567871	9	-0.4555985	0.106634974	-0.2196727	-0.74966526	21.0	0.0	-0.021695169	-0.021695169	-0.0198490395001976	-0.0198490395001976	1008	10080
13.112853527069092	10	-0.44230258	0.10555238	-0.2737348	-0.758849	21.0	0.0	-0.02106203	-0.02106203	-0.019126791203114096	-0.019126791203114096	1008	11088
14.221897602081299	11	-0.45625332	0.10489717	-0.30098778	-0.71542996	21.0	0.0	-0.02172635	-0.02172635	-0.02003542507839987	-0.02003542507839987	1008	12096
15.000509977340698	12	-0.45805994	0.1021583	-0.28670898	-0.79813683	21.0	0.0	-0.021812383	-0.021812383	-0.020232950939649448	-0.020232950939649448	1008	13104
15.833301305770874	13	-0.53492135	0.11456591	-0.26895925	-0.7901953	21.0	0.0	-0.025472447	-0.025472447	-0.02361123029247053	-0.02361123029247053	1008	14112
16.820899963378906	14	1.1520867	6.518686	29.298492	-0.79996556	21.0	0.0	0.054861277	0.054861277	0.05649704409291255	0.05649704409291255	1008	15120
