Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	Log Likelihood Mean	Log Likelihood Std	KL Divergence Mean	KL Divergence Std	Negative ELBo	TimestepsThisBatch	TimestepsSoFar
124.5953164100647	0	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	3.3721787e-07	3.3721787e-07	-0.6931408	0.0014248411	3.126284e-06	1.3650227e-06	0.6931411	30049	30049
244.9245686531067	1	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-2.820801e-07	-2.820801e-07	-0.69211674	0.013846072	0.00061039673	0.00021076006	0.6921778	30049	60098
357.9172511100769	2	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-2.9366964e-07	-2.9366964e-07	-0.69314754	0.001611264	1.7883645e-05	7.6164933e-06	0.69314927	30049	90147
471.0545973777771	3	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-1.4078452e-06	-1.4078452e-06	-0.69316965	0.006643776	1.1622446e-05	6.730438e-07	0.6931708	30049	120196
583.3849129676819	4	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-1.5968034e-08	-1.5968034e-08	-0.6931501	9.162298e-05	4.8406167e-05	2.0143509e-05	0.693155	30049	150245
695.1267895698547	5	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	7.436818e-08	7.436818e-08	-0.6931462	0.00073781615	5.9836902e-06	1.0092785e-06	0.6931468	30049	180294
809.9226448535919	6	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-3.1765828e-07	-3.1765828e-07	-0.6924844	0.0058911582	0.00021890126	5.7463712e-05	0.6925063	30049	210343
920.1642560958862	7	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	3.6623248e-07	3.6623248e-07	-0.6934271	0.0033778893	0.00012574467	3.763938e-05	0.6934397	30049	240392
1032.1384556293488	8	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	5.268952e-08	5.268952e-08	-0.693172	0.002634318	0.000544275	9.445297e-05	0.69322634	30049	270441
1144.772796869278	9	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	5.4908327e-07	5.4908327e-07	-0.6934586	0.004354626	0.0004207375	0.00010144939	0.69350064	30049	300490
1262.4023396968842	10	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	2.2239682e-07	2.2239682e-07	-0.69306195	0.0018351247	8.538013e-05	2.7356162e-05	0.69307053	30049	330539
1377.2957699298859	11	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	2.7742627e-07	2.7742627e-07	-0.6928459	0.0044003404	0.000121792364	1.2989424e-05	0.6928581	30049	360588
1497.532278060913	12	0.030150754	0.42425865	6.0	0.0	151.0	0.0	0.00019967387	0.00019967387	0.00019880438	0.00019880438	-0.6938431	0.008339792	0.0010214036	0.00044570575	0.6939453	30049	390637
1608.5244140625	13	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-1.1838959e-07	-1.1838959e-07	-0.69314754	0.0009531686	0.00015137646	7.272954e-05	0.6931628	30049	420686
1723.1251292228699	14	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-4.940786e-08	-4.940786e-08	-0.69325244	0.0020476978	0.00031048773	0.00010032781	0.69328356	30049	450735
1836.7438759803772	15	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	4.2617096e-08	4.2617096e-08	-0.6928888	0.0036800639	0.0010769318	0.00053824414	0.6929964	30049	480784
1947.6134123802185	16	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	1.03013925e-07	1.03013925e-07	-0.69314706	0.0002909303	5.350029e-06	2.6696139e-06	0.6931478	30049	510833
2066.6983437538147	17	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-3.2344835e-07	-3.2344835e-07	-0.6931582	0.004715801	0.00012157584	2.959905e-05	0.6931704	30049	540882
2179.9654953479767	18	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	3.5203644e-07	3.5203644e-07	-0.69312435	0.0047952486	1.0155802e-05	1.382074e-06	0.6931255	30049	570931
2295.0302736759186	19	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-2.5275972e-07	-2.5275972e-07	-0.69314814	0.001375791	6.898836e-06	2.1960225e-06	0.69314885	30049	600980
2411.842134952545	20	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-1.1526418e-07	-1.1526418e-07	-0.6931665	0.00622709	3.1195245e-06	8.273066e-07	0.6931669	30049	631029
2528.9085710048676	21	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-1.1703886e-06	-1.1703886e-06	-0.6931579	0.002940484	0.0015524749	0.000777431	0.69331324	30049	661078
2643.0480349063873	22	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-1.8862315e-07	-1.8862315e-07	-0.69314826	0.0013608333	0.0003843301	0.00011731889	0.6931865	30049	691127
2757.2566542625427	23	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-2.1070518e-08	-2.1070518e-08	-0.69314563	0.00024272838	6.306665e-08	8.351244e-08	0.69314563	30049	721176
2872.705915212631	24	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	5.912374e-09	5.912374e-09	-0.69314736	0.00054642564	0.00035120122	0.00017316588	0.69318247	30049	751225
2987.428603410721	25	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	7.7532064e-08	7.7532064e-08	-0.6931569	0.00018850314	6.0563416e-05	1.7243789e-05	0.6931629	30049	781274
3100.7951078414917	26	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-2.9383087e-09	-2.9383087e-09	-0.6931471	1.8417932e-05	3.9804163e-06	1.2638139e-06	0.6931476	30049	811323
3216.795613050461	27	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-4.887982e-07	-4.887982e-07	-0.6933106	0.0023193364	0.00024313394	8.4091495e-05	0.6933349	30049	841372
3334.83992934227	28	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	3.6748936e-08	3.6748936e-08	-0.6933217	0.003972814	0.0002005758	7.2503695e-05	0.6933418	30049	871421
3447.388368368149	29	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-8.4800295e-10	-8.4800295e-10	-0.6931473	5.6147703e-05	6.875252e-05	2.970022e-05	0.69315404	30049	901470
3564.7932634353638	30	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	1.7128242e-07	1.7128242e-07	-0.6931476	0.0007975101	-8.7506675e-07	5.9413474e-09	0.69314754	30049	931519
3681.6912610530853	31	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-4.976281e-07	-4.976281e-07	-0.69315034	0.0025467575	7.784997e-05	1.849492e-05	0.6931582	30049	961568
3797.2048313617706	32	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-2.3187152e-07	-2.3187152e-07	-0.6931478	0.0012016288	6.5612494e-07	1.37981715e-08	0.6931479	30049	991617
3915.4868886470795	33	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	9.88424e-08	9.88424e-08	-0.6931473	0.00056871766	2.209959e-06	3.2397992e-07	0.69314766	30049	1021666
4037.7699358463287	34	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-1.8511109e-07	-1.8511109e-07	-0.69314694	0.00029373172	5.4761254e-06	3.87273e-06	0.69314754	30049	1051715
4144.222708463669	35	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-6.700985e-08	-6.700985e-08	-0.6931472	1.3798507e-05	0.00022250433	6.826644e-05	0.6931694	30049	1081764
4246.565201759338	36	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-5.8058536e-08	-5.8058536e-08	-0.6931472	4.6274727e-05	1.7447439e-05	2.422814e-06	0.693149	30049	1111813
4350.129017829895	37	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	1.946259e-07	1.946259e-07	-0.6931484	0.0014637412	8.958317e-06	2.3403418e-06	0.6931492	30049	1141862
4451.892671346664	38	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	3.582486e-08	3.582486e-08	-0.6931473	0.00029346347	6.7429275e-05	3.0280233e-05	0.693154	30049	1171911
4530.7223427295685	39	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-2.3609898e-06	-2.3609898e-06	-0.6919603	0.010064185	9.0433416e-05	2.3279907e-05	0.69196934	30049	1201960
4602.644010782242	40	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	4.5079565e-07	4.5079565e-07	-0.6931484	0.0016120368	0.00031149993	9.294148e-05	0.6931796	30049	1232009
4673.179905653	41	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-2.1591119e-07	-2.1591119e-07	-0.6931474	0.00063909125	0.00017970515	6.5889704e-05	0.69316536	30049	1262058
4743.591519355774	42	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	7.477768e-07	7.477768e-07	-0.69315594	0.0042062104	1.654647e-05	3.734139e-06	0.6931577	30049	1292107
4811.21665930748	43	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-2.9690239e-07	-2.9690239e-07	-0.69315124	0.0020863772	2.736982e-05	9.114237e-06	0.69315404	30049	1322156
4872.06735086441	44	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	1.2933041e-08	1.2933041e-08	-0.69314724	9.7963995e-05	7.247344e-05	2.7554339e-05	0.6931544	30049	1352205
4928.749238014221	45	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-3.7617548e-07	-3.7617548e-07	-0.6931487	0.0017606913	7.984057e-06	5.9829126e-06	0.69314957	30049	1382254
4984.682374000549	46	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-8.9267935e-09	-8.9267935e-09	-0.6931486	0.0017348832	0.00045813114	0.0001314893	0.6931945	30049	1412303
5039.82719039917	47	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	5.3172777e-09	5.3172777e-09	-0.6931472	4.428625e-05	5.9450787e-07	4.1210026e-07	0.6931472	30049	1442352
5094.0655834674835	48	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	4.0177477e-07	4.0177477e-07	-0.693149	0.0018810161	2.2099339e-05	1.1089095e-05	0.69315124	30049	1472401
5149.805065393448	49	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-8.2048146e-08	-8.2048146e-08	-0.6931474	0.0006842911	7.170532e-05	1.8211396e-05	0.6931547	30049	1502450
5203.4340007305145	50	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	8.008486e-07	8.008486e-07	-0.69315374	0.0035941896	0.00039701848	7.59862e-05	0.6931934	30049	1532499
5257.927092790604	51	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-6.168295e-08	-6.168295e-08	-0.6931468	0.0006566471	1.5969836e-05	5.0324643e-06	0.6931484	30049	1562548
5310.852428674698	52	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	4.297016e-08	4.297016e-08	-0.6931715	0.00047323733	2.3012283e-06	1.3246063e-06	0.69317156	30049	1592597
5363.57572221756	53	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-6.033855e-07	-6.033855e-07	-0.6929312	0.004369474	0.00052144297	0.00015977911	0.69298327	30049	1622646
5416.967388868332	54	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	6.218819e-07	6.218819e-07	-0.69317424	0.0073637073	0.0018817949	0.000499395	0.6933624	30049	1652695
5469.530976772308	55	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-1.6580117e-07	-1.6580117e-07	-0.6931484	0.0015135406	3.455908e-05	6.0132834e-06	0.6931518	30049	1682744
5523.1403884887695	56	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-4.6598913e-07	-4.6598913e-07	-0.69314706	0.0001372998	0.005873153	0.0021719462	0.6937345	30049	1712793
5577.83328127861	57	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-2.826504e-07	-2.826504e-07	-0.69414735	0.0113954125	0.00018841683	0.00030849705	0.69416606	30049	1742842
5630.532757997513	58	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-6.0279255e-08	-6.0279255e-08	-0.69314754	0.0008596499	0.0021822555	0.00019419807	0.6933658	30049	1772891
5682.886125326157	59	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-5.294477e-07	-5.294477e-07	-0.69315004	0.0023855271	3.9619004e-05	1.7071203e-05	0.693154	30049	1802940
5735.048500061035	60	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-4.067528e-07	-4.067528e-07	-0.6931476	0.00076869124	0.0004486595	5.6028774e-05	0.69319236	30049	1832989
5788.588735103607	61	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-3.5312024e-07	-3.5312024e-07	-0.693148	0.0013578832	2.5133563e-06	8.1301863e-07	0.69314843	30049	1863038
5840.859159231186	62	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	2.8645886e-07	2.8645886e-07	-0.69314766	0.0009450563	0.0002817982	9.779992e-05	0.69317585	30049	1893087
5892.38182425499	63	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-6.667041e-07	-6.667041e-07	-0.6931648	0.0059305998	0.0044727083	0.0013195368	0.693612	30049	1923136
5944.6488654613495	64	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	1.8320377e-07	1.8320377e-07	-0.6931472	0.0001682043	1.6601825e-05	1.9965159e-05	0.69314885	30049	1953185
5996.147437334061	65	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	1.426711e-07	1.426711e-07	-0.6931478	0.0012405813	6.1571234e-05	2.8944596e-05	0.6931541	30049	1983234
6048.180674791336	66	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	2.2994971e-08	2.2994971e-08	-0.6931473	0.00015151505	2.644709e-06	9.069106e-07	0.6931474	30049	2013283
6099.829409599304	67	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-3.835257e-07	-3.835257e-07	-0.6931522	0.0031817553	1.8951142e-06	1.6775414e-06	0.6931523	30049	2043332
