Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	Log Likelihood Mean	Log Likelihood Std	KL Divergence Mean	KL Divergence Std	Negative ELBo	TimestepsThisBatch	TimestepsSoFar
51.12266516685486	0	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	7.186781e-06	7.186781e-06	-0.6901239	0.034362517	0.0025706124	0.0010347605	0.69038093	30049	30049
106.75529360771179	1	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-1.3610992e-05	-1.3610992e-05	-0.7035028	0.06423596	0.0047616954	0.0028033974	0.70397896	30049	60098
153.7390215396881	2	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	4.5649463e-06	4.5649463e-06	-0.69686246	0.026103955	0.0014789051	0.0008833374	0.6970104	30049	90147
200.88670325279236	3	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	3.3109472e-07	3.3109472e-07	-0.69145364	0.014033821	0.00034392116	0.00012210984	0.691488	30049	120196
242.6401879787445	4	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	7.309688e-07	7.309688e-07	-0.69313544	0.005261717	0.0001523442	9.916558e-05	0.69315064	30049	150245
291.11273550987244	5	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	4.893054e-07	4.893054e-07	-0.6949731	0.012145222	0.00088601	0.0007846744	0.6950617	30049	180294
336.99177074432373	6	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	6.78385e-06	6.78385e-06	-0.6928774	0.003670326	0.00013698936	0.00010326348	0.6928911	30049	210343
383.30487537384033	7	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-2.716393e-05	-2.716393e-05	-0.69382435	0.118277326	0.11539268	0.10474405	0.70536363	30049	240392
428.75881910324097	8	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.00028918672	0.00028918672	-0.6236998	0.34986666	0.5128502	0.2893236	0.6749848	30049	270441
477.2198278903961	9	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.00026659868	0.00026659868	-0.63682526	0.35510612	0.48361197	0.2789303	0.6851864	30049	300490
520.7539989948273	10	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.00026747136	0.00026747136	-0.6330368	0.37317678	0.49257302	0.36616045	0.68229413	30049	330539
564.4842665195465	11	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0003753803	0.0003753803	-0.58286273	0.37431946	0.4950199	0.3336214	0.63236463	30049	360588
610.7216536998749	12	0.2361809	3.3233602	47.0	0.0	151.0	0.0	0.0015641119	0.0015641119	0.0019075697	0.0019075697	-0.6035349	0.38329926	0.48442063	0.40478358	0.65197694	30049	390637
653.4516050815582	13	0.10552764	1.4849056	21.0	0.0	151.0	0.0	0.0006988585	0.0006988585	0.00097622594	0.00097622594	-0.60746664	0.34080076	0.5221102	0.36337727	0.6596777	30049	420686
702.4393575191498	14	0.16080402	2.2627134	32.0	0.0	151.0	0.0	0.0010649273	0.0010649273	0.0013512768	0.0013512768	-0.7114396	0.46791843	0.47624105	0.31925145	0.75906366	30049	450735
747.2038044929504	15	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.00030382848	0.00030382848	-0.6321281	0.3336182	0.4680651	0.31981254	0.67893463	30049	480784
794.8017191886902	16	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.00028495002	0.00028495002	-0.62790024	0.34621277	0.4716636	0.31917518	0.67506653	30049	510833
838.7824447154999	17	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.00031581987	0.00031581987	-0.6995593	0.41918325	0.43479982	0.29372424	0.74303925	30049	540882
884.2594997882843	18	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0003872264	0.0003872264	-0.70587146	0.4666415	0.49242795	0.30252352	0.75511426	30049	570931
